,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,field_fate5,field_fate6,field_fate7,field_fate_eq,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
396,20303.0,RUTW,2020,29.76865,-93.16969,25.0,40.0,none,,,53.0,,False,34.0,34.0,,0.0,,Y,Y,N,Ca,,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,Ca,H,Ca,Ca,21.0,19.0,3.0,3.0,2,55,55,LETE,,0,1.0,True,True,False,52.0,52,53,55,53,,,2,3.0,,2E,0E,52|55,2E|0E,0|3,,cattle caused birds to leave area - don't know estimated hatch. HATCHED AND SHRIKE TOOK A BABY?? Camera is set very high. Shrike in photo MFDC0254 and others,
397,20304.0,RUTW,2020,29.77,-93.17712,70.0,70.0,none,,,60.0,,False,,41.0,0.0,0.0,,Y,Y,N,H,19.0,8.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,19.0,8.0,8.0,0,60,60,LETE,,1,1.0,False,False,False,52.0,60,60,60,60,,,2,8.0,,1E,1C,52|60,1E|1C,0|8,,,6/9 - 1 chick how old?; needs stick
398,20305.0,RUTW,2020,29.76772,-93.16209,80.0,80.0,none,,,59.0,,False,,43.0,2.0,0.0,,Y,Y,N,H,16.0,1.0,H,H,H,H,H,H,H,False,H,H,H,H,18.0,18.0,1.0,1.0,2,61,61,CONI,,1,1.0,False,False,False,52.0,59,59,59,59,,,4,9.0,,BON,"2C, 1-2d",52|59|60|61,"2E|hatch|BON|2C, 1-2d",0|7|1|1,,,6/10 - 2 chicks - seen in field? Y; needs stick
399,20317.0,RUTW,2020,29.77086,-93.17677,,,,,,69.0,,False,,53.0,1.0,3.0,,Y,Y,N,H,16.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,17.0,17.0,1.0,1.0,1,70,70,CONI,,1,1.0,False,False,False,56.0,70,69,70,69,69.0,69.0,4,14.0,,2E,2C,56|60|66|70,2E|2E|2E|2C,0|4|6|1,,,6/19 - 2 chicks how old? 1-2 days
400,20318.0,RUTE,2020,29.75659,-93.1143,70.0,70.0,,,68.0,71.0,3.0,False,,55.0,6.0,6.0,0.04411764705882353,Y,Y,N,H,25.0,9.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,22.0,3.0,3.0,3,74,74,CONI,0.0,1,1.0,False,False,False,56.0,71,71,71,71,,,4,18.0,1.0,1E,1C,56|64|69|74,1E|1E|1E|1C,0|8|5|3,,,6/27- 1 chick - seen in field? Y-6/24 ~4 days old
401,20320.0,RUTW,2020,29.76186,-93.13563,90.0,90.0,,,66.0,66.0,0.0,True,,50.0,1.0,0.0,,Y,Y,N,A,29.0,6.0,A,A,A,A,A,A,A,False,A,A,A,A,30.0,30.0,6.0,6.0,6,80,80,CONI,0.0,0,0.0,False,False,False,56.0,74,74,80,80,,,6,24.0,1.0,1E,0E,56|60|66|70|74|80,2E|2E|2E|1E|1E|0E,0|4|6|4|4|6,,,". on 6/24 does she have 1 or 2E??? 6/19 was marked 0E but I adjusted cam on 6/24 and yo ucan still see the white egg after. Nothing in notes/photos. 1 egg is a cracked shell with no contents but still sitting next to other egg - what happened to this nest, what/when was final fate?? i guess she was just incubating the dud egg?"
402,20321.0,RUTW,2020,29.7629,-93.14075,60.0,60.0,,,67.0,70.0,3.0,False,,54.0,2.0,0.0,0.04477611940298507,Y,Y,N,H,18.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,16.0,19.0,4.0,4.0,0,70,70,CONI,0.0,1,1.0,False,False,False,56.0,70,70,70,70,,,4,14.0,0.0,2E,"1E, 1C",56|64|66|70,"2E|2E|2E|1E, 1C",0|8|2|4,,,"6/19 - 1 chick, 1 egg"
403,20322.0,RUTW,2020,29.76391,-93.14388,50.0,50.0,,,64.0,64.0,0.0,True,,48.0,1.0,0.0,,Y,Y,N,A,24.0,3.0,A,A,U-A,U,U,U,U,False,A,A,A,A,25.0,25.0,3.0,3.0,0,73,73,CONI,0.0,0,0.0,False,True,False,,73,73,73,73,,,4,,1.0,2E,abandon,60|64|70|73,2E|2E|2E|abandon,0|4|6|3,,,"was this one floated? 6/23 - stick trampled, eggs still there. 6/19 - possibly abandoned, bird not present and did not return while I was watching; camera stops abruptly but still had battery - unknown fate"
404,20323.0,RUTE,2020,29.75859,-93.12138,50.0,50.0,,S,77.0,77.0,0.0,True,,61.0,1.0,0.0,,Y,Y,N,,22.0,11.0,U,U,U,U,U,U,U,False,D,D,D,D,23.0,23.0,3.0,11.0,11,84,84,CONI,0.0,7,0.0,True,True,True,61.0,73,73,84,84,,,7,23.0,1.0,?,0E,61|64|69|73|76|81|84,2E|2E|2E|2E|?|?|0E,0|3|5|4|3|5|3,other nests checked on those days-penult should be BON,fate videos (snake depredation) had been misidentified as 324,what was field fate???tagged female (118) tracked to nest location. very close to where she nested last year.
405,20324.0,RUTW,2020,29.7699,-93.1737,90.0,90.0,,,73.0,73.0,0.0,True,,57.0,1.0,0.0,,Y,Y,N,Ca,8.0,4.0,A,A,A,A,A,A,A,False,Ca,Ca,Ca,Ca,9.0,9.0,4.0,4.0,4,66,66,CONI,1.0,0,0.0,False,True,False,62.0,62,62,66,66,,,2,4.0,0.0,2E,abandon,62|66,2E|abandon,0|4,,cattle,"6/15 - 2E cracked, getting eaten by ants (SB has pics) check cam for fate"
406,20352.0,RUTE,2020,29.75912,-93.1234,30.0,40.0,,,84.0,82.0,2.0,False,,66.0,9.0,2.0,-0.023809523809523808,Y,Y,N,H,27.0,5.0,U,U,U,U,U,U,U,False,H,H,H,H,18.0,16.0,2.0,3.0,2,84,84,CONI,0.0,7,1.0,True,True,True,69.0,81,82,84,82,82.0,82.0,5,15.0,0.0,2E,0E,69|73|76|81|84,2E|2E|2E|2E|0E,0|4|3|5|2,,"camera set high, but bird moves around more, male visits more - hatch probably","why field fate marked U?? was nest checked on 3 july? removed asterisk from est HD changed est HD to 7/3 bc one egg might be bad*float was weird: one egg flat on bottom, one floating high with the tip above the water; camera pulled for July 4th by Jonathon - what was nest status?"
407,20354.0,RUTE,2020,29.75873,-93.12268,80.0,80.0,,,70.0,70.0,0.0,True,,54.0,,0.0,,N,N,,,,4.0,A,A,A,A,A,A,A,False,,,A,A,19.0,19.0,4.0,4.0,4,73,73,CONI,0.0,0,0.0,False,True,False,69.0,69,69,73,73,,,2,4.0,0.0,1E,0E,69|73,1E|0E,0|4,,,
408,20355.0,RUTE,2020,29.75854,-93.12093,40.0,30.0,,,,,,True,,,,0.0,,Y,Y,N,F,,1.0,U,U,U,U,U,U,U,False,A,A,A,A,,,1.0,1.0,1,73,73,CONI,,7,0.0,True,True,True,69.0,72,72,73,73,,,3,4.0,,BON,0E,69|72|73,2E|BON|0E,0|3|1,,this can't be the correct nest: camera not triggered after 19 Jun when bird was incubating; still had battery when picked up on 22 Jun,??? Field notes for fate?? Why U?>
409,20356.0,RUTW,2020,,,,,,,93.0,93.0,0.0,True,,77.0,1.0,5.0,,Y,Y,N,Ca,6.0,1.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,Ca,Ca,Ca,Ca,7.0,7.0,1.0,6.0,6,90,90,CONI,1.0,0,0.0,False,False,False,74.0,84,84,90,90,,,4,16.0,0.0,BON,BON,74|79|83|84,1E|2E|BON|BON,0|5|4|1,"last obs was excluded, but it's not after est hatch date",lots of cattle disturbance that idd not cause birds to abandon at first but evenetually did,"9 Jul - nest trampled, stick broken"
410,20357.0,RUTW,2020,29.761992,-93.13765,,,,,,,,True,,,,,,N,N,,,,,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,,,1.0,1.0,2,84,84,CONI,,0,0.0,False,True,False,79.0,82,82,84,84,,,3,5.0,,2E,0E,79|83|84,2E|2E|0E,0|4|1,,,3 Jul - both eggs crushed
411,20358.0,RUTW,2020,29.760444,-93.130216,,,,,,96.0,,False,,80.0,,,,Y,Y,N,,,,H,H,H,H,H,H,H,False,H,H,H,H,16.0,16.0,4.0,4.0,0,96,96,CONI,,1,1.0,False,False,False,83.0,96,96,96,96,,,4,13.0,,2E,"1E, 1C",83|88|92|96,"2E|2E|2E|1E, 1C",0|5|4|4,,,"in Gaia, says 15-jul changed card, 1 bad egg 1 chick"
412,20360.0,RUTW,2020,29.763937,-93.143836,,,,,,,,True,,,,,,N,N,,,,,A,A,A,A,A,A,A,False,,,A,A,,,6.0,6.0,6,96,96,CONI,,0,0.0,False,True,False,83.0,90,90,96,96,,,4,13.0,,1E,0E,83|84|90|96,2E|1E|1E|0E,0|1|6|6,,,HOW sure am I that it's 360? On 2-jul says it's prob abandoned bc i accidentally caught a female on it WHEN WAS IT FOUND field photo from 9 Jul shows 1 egg; photo from 15 Jul shows cattle disturbance? Was I in cameron to pick up the camera? Doesn't look like I was there 25 jul
413,20361.0,RUTW,2020,29.77113,-93.179998,,,,,91.0,92.0,1.0,False,,76.0,,,0.01098901098901099,Y,Y,N,,,,H,H,H,H,H,H,H,False,H,H,H,H,20.0,21.0,5.0,5.0,4,96,96,CONI,0.0,1,1.0,False,False,False,88.0,92,92,92,92,,,3,8.0,1.0,2E,2C,88|91|96,2E|2E|2C,0|3|5,,,"7 Jul - 2E, tip over; 15 Jul - 2C, 4-5 days"
414,20365.0,RUTW,2020,29.769302,-93.169726,,,,,,,,True,,,,,,Y-but,Y-but,,,,,A,A,A,A,A,A,A,False,A,A,A,A,,,6.0,6.0,6,96,96,CONI,,0,0.0,False,False,False,90.0,90,90,96,96,,,2,6.0,,1E,abandon,90|96,1E|abandon,0|6,,probably abandoned before discovery - exclude,14 or 15 Jul - probably abandoned - left cam
415,20366.0,RUTW,2020,29.762538,-93.137941,,,,,109.0,109.0,0.0,True,,93.0,,,,N,N,,,,,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,Ca,Ca,Ca,Ca,10.0,10.0,3.0,3.0,3,103,103,CONI,1.0,0,0.0,False,False,False,96.0,100,100,103,103,,,3,7.0,0.0,2E,0E,96|100|103,2E|2E|0E,0|4|3,,,"do I have a photo of 366? - yes, multiple; 45+>45"
416,20400.0,RUTW,2020,29.767,-93.16158,10.0,10.0,none,,84.0,86.0,2.0,False,,67.0,1.0,0.0,0.023809523809523808,Y,Y,N,H,22.0,2.0,U-H,H,H,H,H,H,H,False,H,H,H,H,21.0,23.0,2.0,2.0,2,88,88,LETE,0.0,1,1.0,False,False,False,73.0,88,86,88,86,86.0,86.0,6,15.0,1.0,BON,1C,73|76|80|84|86|88,2E|2E|BON|2E|BON|1C,0|3|4|4|2|2,,,chick seen? how old was the chick on 7/7?
417,20401.0,RUTW,2020,29.76698,-93.16123,10.0,10.0,none,,82.0,87.0,5.0,False,,68.0,4.0,0.0,,N,N,,,24.0,2.0,H,H,H,H,H,H,H,False,,,H,H,20.0,25.0,2.0,2.0,1,88,88,LETE,0.0,1,0.0,True,True,False,73.0,87,87,87,87,,,6,15.0,1.0,BON,0E,73|76|80|84|86|88,2E|1E|BON|1E|BON|0E,0|3|4|4|2|2,,,"No chicks near cup, highly upset parents, wings up on ground"
418,20402.0,RUTW,2020,29.76695,-93.16123,5.0,10.0,none,,88.0,90.0,2.0,False,,71.0,1.0,0.0,0.022727272727272728,Y,Y,N,H,22.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,21.0,23.0,4.0,4.0,2,92,92,LETE,0.0,1,1.0,False,False,False,73.0,90,90,90,90,,,7,19.0,1.0,2E,1C,73|76|80|84|86|88|92,2E|2E|BON|2E|BON|2E|1C,0|3|4|4|2|2|4,,,"Chick in cup, assumed second chick nearby. ARound 2 daysold"
419,20403.0,RUTW,2020,29.76698,-93.16161,10.0,10.0,none,,92.0,92.0,0.0,True,,73.0,1.0,0.0,,N,N,,,10.0,4.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,11.0,11.0,4.0,4.0,4,84,84,LETE,1.0,0,0.0,False,True,False,73.0,80,80,84,84,,,4,11.0,0.0,BON,0E,73|76|80|84,1E|1E|BON|0E,0|3|4|4,,,"Stick broken, nest gone, cattle tracks through area where cup was"
420,20404.0,RUTW,2020,29.76892,-93.16894,90.0,90.0,none,,88.0,88.0,0.0,True,,72.0,1.0,0.0,,N,N,,,7.0,4.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,8.0,8.0,4.0,4.0,4,80,80,CONI,1.0,0,0.0,False,True,False,73.0,76,76,80,80,,,3,7.0,0.0,1E,0E,73|76|80,1E|1E|0E,0|3|4,,,Cracked egg next to nest area being eaten by ants. Stick crushed
421,20405.0,RUTW,2020,29.76446,-93.14888,50.0,50.0,sym,,92.0,94.0,2.0,False,,75.0,1.0,0.0,0.021739130434782608,Y,Y,N,H,21.0,3.0,U-H,H,U-H,U-H,H,U-H,H,True,H,H,H,H,20.0,22.0,3.0,3.0,1,95,95,LETE,0.0,1,1.0,False,True,True,76.0,95,94,95,94,93.0,94.0,7,19.0,0.0,2E,0E,76|80|84|86|88|92|95,2E|2E|2E|2E|2E|2E|0E,0|4|4|2|2|4|3,is assumed hatch enough??,camera evidence of hatch??,No sign of failure. assumed hatched
422,20406.0,RUTW,2020,29.76433,-93.14832,50.0,50.0,sym,,92.0,94.0,2.0,False,,75.0,1.0,0.0,0.021739130434782608,Y,Y,N,H,21.0,3.0,H,H,H,H,H,H,H,False,H,H,H,H,20.0,22.0,3.0,3.0,1,95,95,LETE,0.0,1,1.0,False,False,False,76.0,94,94,94,94,,,7,19.0,0.0,2E,0E,76|80|84|86|88|92|95,2E|2E|2E|2E|2E|2E|0E,0|4|4|2|2|4|3,,,egg shell near nest indicates hatch
423,20407.0,RUTW,2020,29.76424,-93.14816,40.0,50.0,sym,,82.0,90.0,8.0,False,,71.0,7.0,0.0,,N,N,,,28.0,4.0,H,H,H,H,H,H,H,False,,,H,H,21.0,29.0,4.0,4.0,2,92,92,LETE,0.0,1,0.0,True,True,False,76.0,90,90,90,90,,,6,16.0,1.0,1E,0E,76|80|84|86|88|92,1E|1E|1E|1E|1E|0E,0|4|4|2|2|4,,,No signof predation or abandonment
424,20408.0,RUTW,2020,29.76427,-93.148,60.0,50.0,sym,,83.0,88.0,5.0,False,,69.0,4.0,0.0,0.060240963855421686,Y,Y,N,H,23.0,2.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,24.0,2.0,2.0,0,88,88,LETE,0.0,1,1.0,False,False,False,76.0,88,88,88,88,,,5,12.0,1.0,2E,2C,76|80|84|86|88,2E|2E|2E|2E|2C,0|4|4|2|2,,,Both chicks found dead in cup 7 hours after first check while putting out cameras
425,20409.0,RUTW,2020,29.76425,-93.14771,50.0,50.0,sym,,95.0,95.0,0.0,True,,76.0,1.0,0.0,,N,N,,,7.0,4.0,A,A,A,A,A,A,A,False,,,A,A,8.0,8.0,4.0,4.0,4,84,84,LETE,1.0,0,0.0,False,True,False,76.0,80,80,84,84,,,3,8.0,0.0,2E,1E,76|80|84,1E|2E|1E,0|4|4,,,"Single egg left, ants in cup, egg covered in sand, possibly caused by cattle?"
426,20410.0,RUTW,2020,29.76409,-93.14684,20.0,50.0,none,,96.0,98.0,2.0,False,,79.0,1.0,0.0,,N,N,,,20.0,3.0,H,H,H,H,H,H,H,False,,,H,H,19.0,21.0,3.0,3.0,0,98,98,LETE,0.0,1,0.0,True,True,False,76.0,98,98,98,98,,,8,22.0,0.0,2E,1E,76|80|84|86|88|92|95|98,1E|2E|2E|2E|2E|2E|2E|1E,0|4|4|2|2|4|3|3,,,"Single egg left in cup, poop in cup indicating hatch of second egg"
427,20411.0,RUTW,2020,29.76567,-93.15527,50.0,50.0,none,,96.0,96.0,0.0,True,,77.0,1.0,0.0,,N,N,,,2.0,4.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,3.0,3.0,4.0,4.0,4,80,80,LETE,1.0,0,0.0,False,True,False,76.0,76,76,80,80,,,2,4.0,0.0,1E,0E,76|80,1E|0E,0|4,,,Nest cup crushed with andts where eggs were. Vehicle tracks directly over nest cup
428,20412.0,RUTW,2020,29.76706,-93.16164,40.0,30.0,sym,,96.0,96.0,0.0,True,,77.0,0.0,1.0,,N,N,,,20.0,3.0,H,H,H,H,H,H,H,False,,,H,H,20.0,20.0,2.0,2.0,1,97,97,LETE,0.0,1,0.0,True,True,False,76.0,96,96,96,96,,,8,21.0,0.0,2E,"2C, 1-2 d",76|80|84|86|88|92|95|97,"1E|BON|2E|BON|2E|2E|2E|2C, 1-2 d",0|4|4|2|2|4|3|2,,,2 chicks in field photo 7/16 Eggs sechuduled to hatch 1-2 days before check. nest cup and surrounding area devestated by cattle track to the point of being almost unrecognizable.
429,20413.0,HBRB,2020,29.76494,-93.37286,0.0,0.0,none,,,90.0,,False,,71.0,,0.0,,Y,Y,N,H,,1.0,U,U,U,U,U,U,U,False,H,H,H,H,20.0,20.0,1.0,1.0,1,91,91,LETE,,0,1.0,True,True,True,79.0,91,90,91,90,90.0,90.0,4,12.0,,Hatch,0E,79|87|90|91,2E|2E|Hatch|0E,0|8|3|1,,chicks eaten by caracara after hatch,Did not float due to heavy coyote predation in area. Cam placed on nest - fate probably U?
430,20414.0,RUTW,2020,29.76572,-93.15541,70.0,70.0,sym,,97.0,97.0,0.0,True,,78.0,1.0,0.0,,N,N,,,22.0,3.0,A,A,A,A,A,A,A,False,,,A,A,23.0,23.0,3.0,3.0,17,101,101,LETE,0.0,0,0.0,False,True,False,80.0,84,84,101,101,,,8,21.0,1.0,1E,1E,80|84|86|88|92|95|98|101,2E|BON|1E|1E|1E|1E|1E|1E,0|4|2|2|4|3|3|3,,,"Single egg sitting in cup for 2 weeks, followed to hatch date in case, but likely failed due to abandonment on over fourth of July weekend. Egg half buried in sand on 20 July"
431,20415.0,RUTW,2020,29.76565,-93.15553,0.0,40.0,sym,,96.0,101.0,5.0,False,,82.0,4.0,0.0,0.052083333333333336,Y,Y,J?,H,23.0,3.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,24.0,3.0,3.0,0,101,101,LETE,0.0,1,1.0,False,False,False,81.0,101,101,101,101,,,8,20.0,1.0,2E,1C,81|84|86|88|92|95|98|101,2E|2E|2E|2E|2E|2E|2E|1C,0|3|2|2|4|3|3|3,,,"1 chick in cup one crushed egg in cup with fully developed chick. no cattle tracks on nest, perhaps crushed by catttle mouth while grazing"
432,20416.0,RUTW,2020,29.76568,-93.15517,20.0,40.0,sym,,93.0,94.0,1.0,False,,75.0,0.0,0.0,,N,N,,,20.0,3.0,H,H,H,H,H,H,H,False,,,H,H,20.0,21.0,3.0,3.0,1,95,95,LETE,0.0,1,0.0,True,True,False,81.0,94,94,94,94,,,6,14.0,0.0,2E,0E,81|84|86|88|92|95,2E|2E|2E|2E|2E|0E,0|3|2|2|4|3,,,"No signs of predation, abandonment or other failure. Possible poop in cup"
433,20417.0,RUTW,2020,29.76154,-93.13561,10.0,20.0,none,,,,,True,,,,0.0,,N,N,,,,2.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,,,2.0,2.0,7,88,88,LETE,,0,0.0,False,True,False,81.0,81,81,88,88,,,4,7.0,,D,0E,81|84|86|88,1E|D|D|0E,0|3|2|2,,,
434,20418.0,RUTW,2020,29.76447,-93.14879,40.0,40.0,sym,,92.0,90.0,2.0,False,,74.0,3.0,0.0,,N,N,,,15.0,4.0,H,H,H,H,H,H,H,False,,,H,H,18.0,16.0,4.0,4.0,2,92,92,CONI,0.0,1,0.0,True,True,False,81.0,90,90,90,90,,,5,11.0,0.0,2E,2C,81|84|86|88|92,2E|2E|2E|2E|2C,0|3|2|2|4,,,"Chicks near nest (how old?), Parents performingtail tuck andbroken wing"
435,20419.0,HBRB,2020,29.76605,-93.3857,0.0,0.0,none,,,,,True,,,,0.0,,Y,Y,N,D,,4.0,U,U,U,U,U,U,U,False,D,D,D,D,,,4.0,4.0,4,91,91,LETE,,0,0.0,False,True,True,82.0,87,87,91,91,,,3,9.0,,2E,0E,82|87|91,2E|2E|0E,0|5|4,,,Did not float due to heavy coyote predation in area. Cam placed on nest - fate probably U?
436,20420.0,RUTW,2020,29.7641,-93.14685,75.0,75.0,sym,,101.0,104.0,3.0,False,,85.0,2.0,0.0,0.0297029702970297,Y,Y,J?,H,21.0,3.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,22.0,3.0,3.0,0,104,104,LETE,0.0,1,1.0,False,False,False,85.0,104,104,104,104,,,8,19.0,0.0,3E,3E,85|86|88|92|95|98|101|104,3E|3E|3E|3E|3E|3E|3E|3E,0|1|2|4|3|3|3|3,"final obs is ""3E, hatch""",,Peepeing and pecking from inside of eggs. BON July 25th
437,20421.0,RUTW,2020,29.7658,-93.15541,50.0,50.0,sym,,91.0,90.0,1.0,False,,71.0,2.0,0.0,,N,N,,,19.0,4.0,H,H,H,H,H,H,H,False,,,H,H,21.0,20.0,4.0,4.0,2,92,92,LETE,0.0,1,0.0,True,True,False,85.0,90,90,90,90,,,4,7.0,0.0,1E,0E,85|86|88|92,1E|1E|1E|0E,0|1|2|4,,,Eggshell near cup
438,20422.0,RUTW,2020,29.76708,-93.16172,10.0,40.0,sym,,104.0,104.0,0.0,True,,85.0,1.0,0.0,,Y,Y,N,F,15.0,3.0,A,A,A,A,A,A,A,False,A,A,A,A,16.0,16.0,3.0,3.0,6,101,101,LETE,1.0,0,0.0,False,False,False,85.0,95,95,101,101,,,7,16.0,0.0,1E,Fail,85|86|88|92|95|98|101,1E|BON|2E|2E|2E|1E|Fail,0|1|2|4|3|3|3,,,"7/20 - eggs or not? No bird on nest in rain, egg # down from 2 to 1 on nest to last check"
439,20423.0,RUTW,2020,29.76422,-93.14847,50.0,75.0,sym,,102.0,102.0,0.0,True,,83.0,1.0,0.0,,N,N,,,20.0,3.0,D,D,D,D,D,D,D,False,,,D,D,21.0,21.0,3.0,3.0,3,104,104,LETE,0.0,0,0.0,False,True,False,85.0,101,101,104,104,,,8,19.0,0.0,2E,0E,85|86|88|92|95|98|101|104,2E|2E|2E|2E|2E|2E|2E|0E,0|1|2|4|3|3|3|3,,,Coyote prints and scrapes at nest cup. Either hatched and were eaten or were eaten before hatch
440,20424.0,RUTW,2020,29.76563,-93.15456,0.0,20.0,sym,,93.0,98.0,5.0,False,,79.0,4.0,0.0,0.053763440860215055,Y,Y,N,H,23.0,3.0,U-H,H,U-H,U,H,U,U,True,H,H,H,H,19.0,24.0,3.0,3.0,0,98,98,LETE,0.0,1,1.0,False,True,True,85.0,97,98,97,98,98.0,98.0,6,13.0,1.0,2E,0E,85|86|88|92|95|98,2E|2E|2E|2E|2E|0E,0|1|2|4|3|3,,camera evidence of hatch??,why H? chicks seen?
441,20425.0,RUTW,2020,29.76388,-93.14663,20.0,40.0,sym,,98.0,103.0,5.0,False,,84.0,4.0,0.0,,N,N,,,24.0,3.0,H,H,H,H,H,H,H,False,,,H,H,20.0,25.0,3.0,3.0,1,104,104,LETE,0.0,1,0.0,True,True,False,86.0,103,103,103,103,,,7,18.0,1.0,2E,0E,86|88|92|95|98|101|104,2E|2E|2E|2E|2E|2E|0E,0|2|4|3|3|3|3,,,"Angry parents nearby, poop in cup."
442,20426.0,RUTW,2020,29.76376,-93.14611,0.0,25.0,sym,,102.0,102.0,0.0,True,,83.0,1.0,0.0,,N,N,,,8.0,4.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,9.0,9.0,4.0,4.0,4,92,92,LETE,1.0,0,0.0,False,True,False,86.0,88,88,92,92,,,3,6.0,0.0,2E,0E,86|88|92,2E|2E|0E,0|2|4,,,Cattle track through nest
443,20427.0,RUTW,2020,29.76366,-93.14568,0.0,25.0,sym,,98.0,98.0,0.0,True,,79.0,7.0,6.0,,N,N,,,18.0,3.0,H,H,H,H,H,H,H,False,,,H,H,25.0,25.0,9.0,9.0,6,104,104,LETE,0.0,1,0.0,True,True,False,86.0,98,98,98,98,,,6,18.0,1.0,hatch?,1C,86|88|92|95|98|104,2E|2E|2E|2E|hatch?|1C,0|2|4|3|3|6,penult should have been deleted,,"First egg to disappear must have failed or been depredated, chick in nest cup 6 days later from second egg (WAS CHICK 6 DAYS OLD?)"
444,20428.0,RUTW,2020,29.76359,-93.14537,0.0,25.0,sym,,103.0,103.0,0.0,True,,84.0,1.0,0.0,,N,N,,,10.0,3.0,F,F,F,F,F,F,F,False,,,F,F,11.0,11.0,3.0,3.0,3,95,95,LETE,1.0,0,0.0,False,True,False,86.0,92,92,95,95,,,4,9.0,0.0,2E,1E,86|88|92|95,2E|2E|2E|1E,0|2|4|3,,,Second egg predated 14 Jul? possible abandonment after predation
445,20429.0,RUTW,2020,29.76356,-93.14529,0.0,25.0,sym,,102.0,102.0,0.0,True,,83.0,1.0,0.0,,N,N,,,17.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,18.0,18.0,3.0,3.0,3,101,101,LETE,0.0,0,0.0,False,True,False,86.0,98,98,101,101,,,6,15.0,0.0,2E,0E,86|88|92|95|98|101,2E|2E|2E|2E|2E|0E,0|2|4|3|3|3,,,"Cattle tracks turned up the ground where nest cup was to the point that stick, cup, and eggs weren't able to be found"
446,20430.0,HBRB,2020,29.76512,-93.37423,0.0,0.0,none,,,,,True,,,,0.0,,N,N,,,,4.0,D,D,D,D,D,D,D,False,,,D,D,,,4.0,4.0,4,91,91,LETE,,0,0.0,False,True,False,87.0,87,87,91,91,,,2,4.0,,2E,0E,87|91,2E|0E,0|4,,,Did not float due to heavy coyote predation in area
447,20431.0,HBRB,2020,29.76503,-93.37254,5.0,5.0,none,,,,,True,,,,0.0,,N,N,,,,4.0,D,D,D,D,D,D,D,False,,,D,D,,,4.0,4.0,4,91,91,CONI,,0,0.0,False,True,False,87.0,87,87,91,91,,,2,4.0,,2E,0E,87|91,2E|0E,0|4,,,Did not float due to heavy coyote predation in area
448,20432.0,RUTW,2020,29.76359,-93.14536,0.0,10.0,sym,,105.0,105.0,0.0,True,,86.0,1.0,0.0,,N,N,,,17.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,18.0,18.0,3.0,3.0,3,104,104,LETE,0.0,0,0.0,False,True,False,88.0,101,101,104,104,,,6,16.0,0.0,2E,0E,88|92|95|98|101|104,2E|2E|2E|2E|2E|0E,0|4|3|3|3|3,,,Cattle prints destroyed nest and surrounding area
449,20433.0,RUTW,2020,29.76359,-93.14542,5.0,10.0,sym,,105.0,105.0,0.0,True,,86.0,1.0,0.0,,Y,Y,N,Ca,17.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,Ca,Ca,Ca,Ca,18.0,18.0,3.0,3.0,3,104,104,LETE,0.0,0,0.0,False,False,False,88.0,101,101,104,104,,,6,16.0,0.0,2E,0E,88|92|95|98|101|104,2E|2E|2E|2E|2E|0E,0|4|3|3|3|3,could have hatched or had other fate before cattle,moisture on camera on 23-july - blurry photos,Cattle prints destroyed nest and surrounding area
